Ecotype_id	DTF1	sd	count	DTF2	sd	count	DTF3	sd	count	RL	sd	count	CL	sd	count
7328	40	2.160246899	4	44.75	2.362907813	4	51.33333333	1.527525232	3	32.75	8.5	4	6.75	0.957427108	4
7373	43	1.154700538	4	46.75	0.957427108	4	54.75	0.957427108	4	36.75	3.304037934	4	9.5	1.732050808	4
7396	41.66666667	0.577350269	3	45.33333333	1.527525232	3	51	1	3	44.33333333	5.859465277	3	10.66666667	0.577350269	3
7413	36	6.164414003	4	42.25	4.11298756	4	48	4.546060566	4	30.5	10.21436896	4	5.75	0.957427108	4
7415	34.5	1.732050808	4	40.75	1.707825128	4	45.25	2.061552813	4	27.25	3.685557398	4	6	0.816496581	4
7417	106.3333333	8.144527815	3	114.6666667	10.06644591	3	126.3333333	12.42309677	3	55	NA	1	12	2.828427125	2
8341	32.5	1	4	38	0.816496581	4	44	0.816496581	4	19.25	1.707825128	4	5.5	0.577350269	4
9506	57.75	3.095695937	4	61.25	4.031128874	4	69	3.605551275	3	47.25	11.08677891	4	12	1.732050808	3
9507	37.5	4.041451884	4	41	2.645751311	3	46.66666667	3.214550254	3	25.33333333	3.785938897	3	8.666666667	1.154700538	3
9508	48.75	7.410578025	4	53.5	6.806859286	4	60.66666667	11.67618659	3	45	7.788880964	4	8.666666667	4.163331999	3
9509	49.25	2.362907813	4	52.25	2.217355783	4	59	3	3	39.5	1.914854216	4	8.75	1.892969449	4
9510	44.75	6.291528696	4	48.75	4.193248542	4	55.75	2.217355783	4	34.75	9.604686356	4	9	2.645751311	3
9511	45.75	4.991659711	4	50	3.741657387	4	55	3.741657387	4	34.75	2.217355783	4	9.5	1	4
9512	30.25	2.5	4	34.5	2.645751311	4	40.25	2.362907813	4	15	1.154700538	4	5.5	0.577350269	4
9513	55.66666667	6.429100507	3	60	6.244997998	3	63.33333333	6.506407099	3	35.33333333	6.658328118	3	6	1	3
9514	75.33333333	3.511884584	3	NA	NA	0	83.33333333	0.577350269	3	44	2.828427125	2	8.5	0.707106781	2
9515	40.25	2.362907813	4	45	2	4	51.25	2.986078811	4	27	9.345230513	4	7.25	2.217355783	4
9516	47.75	3.862210075	4	52.25	3.593976442	4	58.66666667	4.509249753	3	43.5	4.203173404	4	9.666666667	1.154700538	3
9517	25.5	0.577350269	4	29.5	0.577350269	4	35.75	0.5	4	9.75	1.258305739	4	4	0.816496581	4
9518	73.75	5.909032634	4	78.5	6.137317547	4	87.5	0.707106781	2	54.66666667	2.081665999	3	16.66666667	2.309401077	3
9519	57	1.414213562	4	61	2.581988897	4	64.5	1.290994449	4	42.5	3.31662479	4	9.5	1.732050808	4
9520	108.5	7.85281266	4	114.75	9.844626284	4	120.5	10.87811258	4	65	NA	1	11	3.605551275	3
9521	59.25	7.93200269	4	62.5	8.660254038	4	68	10.44030651	3	36.75	6.396613687	4	9	1.732050808	3
9522	51.66666667	6.506407099	3	55.66666667	7.505553499	3	60.33333333	7.023769169	3	31	2	3	9.333333333	3.214550254	3
9523	70.5	4.795831523	4	75.25	5.123475383	4	84.66666667	6.658328118	3	49.75	5.5	4	13.75	1.5	4
9524	87	8	3	91.33333333	8.504900548	3	99.66666667	8.020806277	3	76	5.567764363	3	14.66666667	0.577350269	3
9525	67.25	4.425306016	4	71.75	5.123475383	4	81.25	4.787135539	4	52.25	11.58663023	4	10.5	1.290994449	4
9526	44.75	3.5	4	49.5	4.203173404	4	56.33333333	4.932882862	3	40.5	4.434711565	4	10.5	2.645751311	4
9527	67	1.414213562	4	72.5	0.577350269	4	76.5	1	4	55	12.24744871	4	14.25	0.957427108	4
9528	70	2.828427125	2	74.5	3.535533906	2	89.5	9.192388155	2	41	8.485281374	2	9	1.414213562	2
9529	55	6.683312552	4	58.75	7.632168761	4	63	8.755950358	4	43.25	2.5	4	6.75	2.061552813	4
9530	100.5	19.09188309	2	105.5	20.50609665	2	123	NA	1	55	NA	1	8	NA	1
9531	81.25	2.62995564	4	85.25	2.62995564	4	92	0.816496581	4	52.75	6.60176744	4	14	0.816496581	4
9532	95.5	6.8556546	4	102.6666667	6.806859286	3	108.6666667	6.806859286	3	51	NA	1	6.666666667	1.154700538	3
9533	71.25	7.804912983	4	74.66666667	3.785938897	3	79	2.645751311	3	36	3.464101615	3	8	3	3
9534	51	5	3	54.33333333	4.509249753	3	65.66666667	6.658328118	3	38.33333333	4.163331999	3	13.66666667	3.055050463	3
9535	78	1.414213562	2	82.5	2.121320344	2	89	2.828427125	2	69	16.97056275	2	16	2.828427125	2
9536	90	3	3	95	4.582575695	3	103	7.071067812	2	54	1.414213562	2	15.33333333	2.309401077	3
9537	40	4.966554809	4	44.25	6.184658438	4	56	8.831760866	4	29.75	10.30776406	4	11.33333333	4.163331999	3
9538	87.33333333	6.658328118	3	92.33333333	6.658328118	3	98	7.071067812	2	67.5	10.60660172	2	14	NA	1
9539	76.25	0.5	4	80.75	0.5	4	91.25	1.258305739	4	38.25	4.272001873	4	11.25	2.872281323	4
9540	78	5.354126135	4	81.75	5.251983752	4	88.25	5.188127472	4	50.75	8.883505314	4	13	4.546060566	4
9541	53	6.377042157	4	57	6.87992248	4	61.5	7.141428429	4	38	5.944184833	4	9	1.154700538	4
9542	91.75	8.057087977	4	96.75	7.93200269	4	107.25	5.315072906	4	50.25	4.031128874	4	14	2.160246899	4
9543	81	11.46007563	4	86	12.56980509	4	89.66666667	9.291573243	3	42.33333333	6.429100507	3	9.666666667	0.577350269	3
9544	44.75	3.862210075	4	48.5	4.509249753	4	53.5	2.516611478	4	32	3.265986324	4	9.75	0.5	4
9545	96.66666667	10.26320288	3	101	10.14889157	3	101	5.656854249	2	35	NA	1	7	4.242640687	2
9546	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
9547	59.75	2.986078811	4	64.5	2.380476143	4	70	2.708012802	4	37.5	4.041451884	4	12	1.632993162	4
9548	131.5	3.535533906	2	132	NA	1	NA	NA	0	NA	NA	0	NA	NA	0
9549	82	8.755950358	4	86.5	9.146948489	4	106.6666667	10.69267662	3	36	NA	1	13	2	3
9550	107.5	4.949747468	2	116.5	0.707106781	2	132	NA	1	NA	NA	0	NA	NA	0
9551	107	NA	1	112	NA	1	123	NA	1	NA	NA	0	18	NA	1
9552	134	NA	1	137	NA	1	NA	NA	0	NA	NA	0	NA	NA	0
9553	101.6666667	2.081665999	3	104	NA	1	106	NA	1	NA	NA	0	11	NA	1
9554	88.25	6.34428877	4	92.75	6.701989754	4	104.25	6.551081336	4	53.33333333	7.023769169	3	10	1	3
9555	88	12.19289411	4	92.75	11.84271928	4	100	14.16568624	4	54	2.828427125	2	7.333333333	3.055050463	3
9556	53.5	5.744562647	4	61.66666667	11.93035345	3	65	8.326663998	4	34.25	6.5	4	6	0	2
9557	99	NA	1	104	NA	1	112	NA	1	NA	NA	0	NA	NA	0
9558	105	3.265986324	4	110.75	3.862210075	4	114.6666667	7.767453465	3	75	NA	1	11.66666667	3.055050463	3
9559	43	5.567764363	3	46.66666667	6.110100927	3	53.33333333	6.429100507	3	35.33333333	10.59874206	3	7	1.732050808	3
9560	42.75	7.889866919	4	47.75	8.808140174	4	53.75	10.68877916	4	33.5	15.08862706	4	9.25	2.217355783	4
9561	104	35.35533906	2	110	35.35533906	2	92	NA	1	50	NA	1	9	NA	1
9562	59	31.19294792	3	65.66666667	26.57693235	3	76.33333333	32.33161507	3	28.66666667	16.19670748	3	13	9.848857802	3
9563	62.33333333	0.577350269	3	66.66666667	1.154700538	3	73.33333333	2.516611478	3	33.33333333	7.637626158	3	7.333333333	1.527525232	3
9564	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
9565	61.5	6.137317547	4	66.75	5.6199051	4	72.33333333	6.110100927	3	50.5	4.654746681	4	11.33333333	0.577350269	3
9566	131	14.14213562	2	127	NA	1	134	NA	1	NA	NA	0	NA	NA	0
9567	88.5	4.949747468	2	95	2.828427125	2	103.5	3.535533906	2	71	12.72792206	2	10	2.828427125	2
9568	87	5.477225575	4	92	6.271629241	4	109.5	3.696845502	4	55.66666667	13.79613472	3	18.66666667	1.527525232	3
9569	87	3.915780041	4	92.25	4.5	4	96.5	4.358898944	4	65.5	8.504900548	4	11.5	1	4
9570	100.5	21.29945226	4	96	12.76714533	3	104.6666667	13.65039682	3	90.5	41.71930009	2	13.33333333	2.081665999	3
9571	25.25	2.061552813	4	30.75	3.304037934	4	35.25	3.304037934	4	12.25	1.5	4	3.5	1	4
9572	98	4.242640687	4	103.5	4.434711565	4	92.5	31.33156023	4	67	8.185352772	3	12.33333333	1.527525232	3
9573	51.66666667	6.027713773	3	55	6.244997998	3	60	5.291502622	3	41	20.0748599	3	7.666666667	3.055050463	3
9574	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
9575	120.3333333	3.511884584	3	127.3333333	1.527525232	3	136	NA	1	NA	NA	0	NA	NA	0
9576	84.5	6.363961031	2	91	9.899494937	2	106.5	16.26345597	2	52	NA	1	16.5	2.121320344	2
9577	90.33333333	35.13308033	3	115	16.97056275	2	123.5	14.8492424	2	NA	NA	0	14	NA	1
9578	46.25	3.774917218	4	54	2.943920289	4	59.25	3.593976442	4	43.75	4.193248542	4	15.75	0.5	4
9579	67.5	5.686240703	4	72	6.480740698	4	79.25	5.5	4	54	1.632993162	4	12.5	2.645751311	4
9580	63	2.449489743	4	67	3.16227766	4	71	4.242640687	4	42.5	6.350852961	4	8	1	3
9581	108.5	2.121320344	2	112	NA	1	118.5	6.363961031	2	NA	NA	0	10	NA	1
9582	81.75	11.35414755	4	86	10.67707825	4	93.75	11.08677891	4	57.25	9.464847243	4	11	2.160246899	4
9583	82.25	9.878427675	4	87.25	9.178779875	4	89.5	7.681145748	4	58.75	11.8988795	4	10.75	1.5	4
9584	76	9.38083152	4	81	8.906926144	4	85.5	7.85281266	4	61.75	11.61536339	4	14	1.414213562	4
9585	23.5	0.577350269	4	26.5	0.577350269	4	32	0.816496581	4	7.5	1	4	2.5	0.577350269	4
9586	104	0	2	112	NA	1	NA	NA	0	NA	NA	0	NA	NA	0
9587	94.25	11.08677891	4	93.66666667	4.618802154	3	101.75	10.46820583	4	72	6.244997998	3	9.5	3.872983346	4
9588	66.25	15.17399091	4	72.66666667	17.89785834	3	79.33333333	17.7857621	3	48.5	16.19670748	4	8	0	3
9589	70.25	6.5	4	72	5.656854249	2	77.33333333	5.507570547	3	59	5.291502622	3	10.33333333	0.577350269	3
9590	25.25	2.217355783	4	30	2.581988897	4	50.5	29.08034846	4	12.5	1.914854216	4	4.5	0.577350269	4
9591	32.5	2.380476143	4	39.25	1.5	4	46	0.816496581	4	19.25	2.061552813	4	5.5	0.577350269	4
9592	98	15.68438714	4	104	15.64182428	4	100	1	3	69	3.605551275	3	7.333333333	2.516611478	3
9593	87.75	4.573474245	4	92	5.033222957	4	109	7.393691004	4	65.66666667	4.041451884	3	16	5.354126135	4
9594	105.25	19.5512148	4	103.6666667	14.18919777	3	110.6666667	10.26320288	3	80	NA	1	11	1.732050808	3
9595	56	1.414213562	4	59.25	1.707825128	4	66.75	1.892969449	4	41.5	3.511884584	4	16.5	1.290994449	4
9596	51	2.708012802	4	54.5	3.109126351	4	61	2.160246899	4	39	7.527726527	4	9.25	0.5	4
9597	51	6.557438524	3	55	6.557438524	3	60.66666667	7.637626158	3	41.66666667	4.932882862	3	7	2.645751311	3
9598	80	12.489996	3	84.33333333	12.34233905	3	91	10.14889157	3	42	8.888194417	3	5	3	3
9599	79.66666667	1.154700538	3	81.75	6.701989754	4	90.25	1.258305739	4	53.33333333	14.43375673	3	14	1.732050808	3
9600	45	4.69041576	4	59	5.715476066	4	73	9.38083152	4	16	0	2	8	0	2
9601	78.75	5.057996968	4	83.75	5.377421935	4	77	28.31960452	4	65	8.660254038	3	13	0.816496581	4
9602	62	4.69041576	4	66.75	4.11298756	4	75.33333333	3.214550254	3	47.25	4.716990566	4	10.66666667	3.511884584	3
9603	83.25	2.5	4	88	2.581988897	4	98	7.527726527	4	47	NA	1	13.33333333	3.055050463	3
9604	116	12.72792206	2	121	14.14213562	2	137.5	7.778174593	2	NA	NA	0	17	NA	1
9605	100.5	7.895146188	4	105.5	7.141428429	4	115.5	5.446711546	4	49.5	7.778174593	2	16.33333333	3.511884584	3
9817	54	5.354126135	4	57.5	5.066228051	4	63.75	5.188127472	4	33.25	2.061552813	4	10.5	1.290994449	4
9818	60.5	3.415650255	4	64.5	3.696845502	4	70.75	4.5	4	47	11.60459679	4	6	0.816496581	4
9819	70	5.597618541	4	74.75	5.909032634	4	98.5	28.99137803	2	56.5	23.33452378	2	15	0	2
9820	47.5	8.266397845	4	53.25	8.261355821	4	55.75	6.849574196	4	35	11.91637529	4	6.75	1.5	4
9821	61.5	2.886751346	4	67.5	2.516611478	4	72.25	2.5	4	56.25	5.377421935	4	14.75	2.217355783	4
9822	52.33333333	2.081665999	3	56.33333333	2.081665999	3	62.33333333	2.309401077	3	41.66666667	2.081665999	3	7.333333333	1.154700538	3
9823	33.75	4.193248542	4	38.75	4.272001873	4	42	1	3	19.75	4.924428901	4	6.5	1.914854216	4
9824	130.6666667	4.041451884	3	137	1.414213562	2	143	2.828427125	2	NA	NA	0	NA	NA	0
9825	50	5.354126135	4	54.5	4.795831523	4	63.5	4.203173404	4	41.5	5	4	9.5	1.290994449	4
9826	63	3.265986324	4	67.5	3.415650255	4	73	4.546060566	4	58.5	7.416198487	4	12.5	0.577350269	4
9827	51.5	11.38712724	4	56	10.32795559	4	60	10.32795559	4	49.5	15.26433752	4	8.25	1.5	4
9828	68.25	3.403429643	4	74.25	3.5	4	78.75	1.5	4	57.75	4.272001873	4	13.75	0.5	4
9829	71	3.559026084	4	75.5	2.645751311	4	83	6.055300708	4	41.5	6.027713773	4	14.5	3.31662479	4
9830	44.25	2.061552813	4	50.25	1.707825128	4	51.25	1.707825128	4	34.75	3.095695937	4	4	0	4
9831	78	14.02378931	4	82.75	14.56880228	4	88.25	16.02862024	4	45.33333333	6.506407099	3	7	1.632993162	4
9832	76.66666667	6.658328118	3	82.66666667	6.806859286	3	90.33333333	3.785938897	3	43.33333333	3.511884584	3	15.5	0.707106781	2
9833	57	1.732050808	3	60.66666667	2.516611478	3	65.66666667	2.081665999	3	50.33333333	7.371114796	3	11	1	3
9834	53.5	6.244997998	4	58.5	7.549834435	4	63.75	7.588368292	4	50	9.660917831	4	9	1.414213562	4
9835	62.5	5.196152423	4	66.75	5.560275773	4	69.75	8.220908303	4	38.5	7.325753659	4	11	0.816496581	4
9836	117	4.242640687	2	123.5	4.949747468	2	128.5	4.949747468	2	NA	NA	0	6	NA	1
9837	52.5	3.696845502	4	56.5	4.434711565	4	64.25	4.716990566	4	49.5	11.67618659	4	6.5	1.290994449	4
9838	54.66666667	6.658328118	3	58.66666667	6.429100507	3	67	5.656854249	2	31.66666667	3.785938897	3	9	1	3
9839	105.5	10.47218538	4	106	8.185352772	3	115	6.08276253	3	NA	NA	0	13	NA	1
9840	104.5	6.363961031	2	110	5.656854249	2	120.5	2.121320344	2	NA	NA	0	17.5	6.363961031	2
9841	57.33333333	3.214550254	3	61	3.464101615	3	68	4.242640687	2	45.33333333	6.429100507	3	9	3.464101615	3
9842	57	8.717797887	3	65.66666667	1.154700538	3	77	NA	1	45	7.549834435	3	6.666666667	3.511884584	3
9843	49.66666667	3.511884584	3	52	3.605551275	3	58.66666667	3.511884584	3	45.66666667	7.094598885	3	10.66666667	3.511884584	3
9844	71.5	5.916079783	4	76.25	5.560275773	4	84.25	6.238322424	4	48.66666667	15.17673658	3	9.25	1.5	4
9845	53.66666667	1.527525232	3	58	1.732050808	3	65	4	3	34	5.567764363	3	6.666666667	3.214550254	3
9846	105.5	5.259911279	4	110.5	5.567764363	4	119.6666667	3.214550254	3	NA	NA	0	13	1.414213562	2
9847	35.25	2.753785274	4	39.25	2.061552813	4	45	2.160246899	4	21.75	1.258305739	4	6	1.414213562	4
9848	76.66666667	8.326663998	3	81.66666667	7.371114796	3	98	14.10673598	3	51.66666667	6.027713773	3	13	1	3
9849	82.66666667	3.785938897	3	86.66666667	3.785938897	3	99.66666667	5.507570547	3	43	4.242640687	2	18	1	3
9850	68.66666667	7.023769169	3	76.66666667	4.725815626	3	83	6.08276253	3	54.33333333	5.859465277	3	8	NA	1
9851	95.75	21.74664725	4	120.5	17.67766953	2	144	NA	1	NA	NA	0	NA	NA	0
9852	51.5	5.446711546	4	55.5	5.196152423	4	67.33333333	4.163331999	3	33	8	4	9.25	2.217355783	4
9853	25.33333333	1.527525232	3	29	1.732050808	3	35.5	0.707106781	2	12.33333333	1.527525232	3	5	1	3
9854	29.66666667	2.081665999	3	36.66666667	1.527525232	3	40.66666667	2.516611478	3	19	1.732050808	3	6	1	3
9855	53.33333333	1.527525232	3	56.66666667	2.081665999	3	61.66666667	3.511884584	3	42.66666667	2.081665999	3	9.333333333	2.081665999	3
9856	51.5	7.593857167	4	55.75	7.847504911	4	63.5	8.660254038	4	35.25	5.315072906	4	12.33333333	4.932882862	3
9857	56.5	2.121320344	2	62	2.828427125	2	66.5	2.121320344	2	39	0	2	11	1.414213562	2
9858	109.5	0.707106781	2	115	1.414213562	2	123.5	0.707106781	2	NA	NA	0	11.5	2.121320344	2
9859	71	2.828427125	2	75	2.828427125	2	83	4.242640687	2	31	4.242640687	2	11	0	2
9860	54.66666667	2.516611478	3	58	2.645751311	3	64.33333333	2.516611478	3	50.33333333	0.577350269	3	10.33333333	2.886751346	3
9861	108.75	9.178779875	4	114.25	9.604686356	4	114.5	14.8492424	2	67	NA	1	9.666666667	0.577350269	3
9862	41.75	2.872281323	4	46.25	2.62995564	4	53.75	2.872281323	4	32.75	6.020797289	4	12.75	2.061552813	4
9863	27.75	1.5	4	32.25	0.5	4	39.25	1.892969449	4	15	1.414213562	4	5.25	1.258305739	4
9864	42.5	2.121320344	2	46.25	3.201562119	4	57.25	4.193248542	4	30.25	8.845903006	4	7.25	1.707825128	4
9865	30	1.414213562	2	37.5	0.707106781	2	41.5	0.707106781	2	20.5	2.121320344	2	5	0	2
9866	101	4.242640687	2	106.5	4.949747468	2	118	8.485281374	2	55	NA	1	15	4.242640687	2
9867	90.75	2.362907813	4	96.25	2.061552813	4	101.6666667	1.154700538	3	79.66666667	3.055050463	3	12	1	3
9868	54.66666667	3.511884584	3	58.33333333	2.516611478	3	68.66666667	0.577350269	3	51.66666667	8.386497084	3	11	1.414213562	2
9869	61.75	1.5	4	65.5	1.732050808	4	80.75	3.5	4	36.25	5.315072906	4	15.25	1.707825128	4
9870	98.66666667	9.504384953	3	103.3333333	9.018499506	3	111	6.244997998	3	65	NA	1	9	1.414213562	2
9871	105.75	4.5	4	110.75	4.787135539	4	117.6666667	3.785938897	3	NA	NA	0	10	1.732050808	3
9872	99.66666667	8.504900548	3	104.6666667	8.504900548	3	106	8.485281374	2	60	NA	1	13	NA	1
9873	44.66666667	3.055050463	3	49	2	3	55.66666667	2.081665999	3	28.66666667	7.767453465	3	9.333333333	2.081665999	3
9874	45.25	7.93200269	4	49.25	6.701989754	4	56.25	7.675719293	4	34	10.16530045	4	5.5	1.290994449	4
9875	32.5	2.516611478	4	38	0.816496581	4	44.75	0.957427108	4	18.75	2.986078811	4	6.25	2.986078811	4
9876	60	1.825741858	4	63.5	2.081665999	4	74.75	5.251983752	4	55.75	4.924428901	4	12.5	2.380476143	4
9877	81.5	21.92031022	2	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
9878	106.3333333	10.11599394	3	112	10.39230485	3	116	13	3	NA	NA	0	8	1.414213562	2
9879	48.25	2.217355783	4	51.5	2.380476143	4	59.5	4.795831523	4	34.25	3.685557398	4	6.5	1.290994449	4
9880	74.25	2.753785274	4	79	1.825741858	4	87.5	4.949747468	2	56	5.477225575	4	14.5	4.358898944	4
9881	66.5	9.814954576	4	74.5	6.350852961	4	78.5	4.509249753	4	53.75	5.852349955	4	10	0.816496581	4
9882	58.33333333	1.154700538	3	63.33333333	1.154700538	3	70.33333333	2.516611478	3	44	4.358898944	3	9	1	3
9883	31.25	2.061552813	4	38.25	2.061552813	4	41.75	2.5	4	17.5	3.109126351	4	5	1.632993162	4
9884	79.5	4.509249753	4	85	4.546060566	4	91	4.163331999	4	59.75	12.09338662	4	11.75	1.5	4
9885	106.5	8.386497084	4	87.33333333	33.38163168	3	119	6.244997998	3	NA	NA	0	15	1.414213562	2
9886	46.5	1.290994449	4	51.25	1.892969449	4	57	1.414213562	4	42.75	6.396613687	4	7.75	0.5	4
9887	80.5	1.290994449	4	85	0.816496581	4	90.75	2.362907813	4	52.25	4.193248542	4	17.25	1.707825128	4
9888	78.25	2.872281323	4	82	2.645751311	3	96.66666667	12.50333289	3	64	1	3	11.33333333	0.577350269	3
9889	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
9890	82.33333333	3.785938897	3	86.33333333	4.041451884	3	94.33333333	2.081665999	3	55.66666667	6.806859286	3	12	7.937253933	3
9891	77	16.97056275	2	83.5	14.8492424	2	NA	NA	0	75	NA	1	5	NA	1
9892	75.25	9.810708435	4	79.5	9.469248474	4	84.5	8.103497187	4	40.75	5.123475383	4	9	1.154700538	4
9893	44.5	0.577350269	4	48.5	2.081665999	4	52.5	1.290994449	4	22.75	14.17450763	4	6.333333333	1.154700538	3
9894	64.66666667	3.055050463	3	70.66666667	4.041451884	3	76.66666667	2.516611478	3	51.33333333	3.785938897	3	8.666666667	0.577350269	3
9895	59	11.35781669	3	63	11.53256259	3	71	14.4222051	3	46	16.97056275	2	10	0	2
9896	84.33333333	5.686240703	3	89.66666667	5.131601439	3	95.66666667	10.06644591	3	71.5	19.09188309	2	5	2.828427125	2
9897	69.25	2.62995564	4	74.25	2.061552813	4	81.5	3.696845502	4	53.5	4.041451884	4	12	0.816496581	4
9898	82.75	7.228416147	4	88	7.527726527	4	97.25	6.849574196	4	67.5	12.39623599	4	26	1.414213562	4
9899	48	4.830458915	4	52.5	4.041451884	4	58	4.320493799	4	41.5	6.244997998	4	8.25	2.061552813	4
9900	40.5	2.516611478	4	45	1.825741858	4	50	2.581988897	4	23	4.242640687	4	6.75	2.62995564	4
9901	86.75	3.304037934	4	92.75	2.62995564	4	102.5	3.109126351	4	73	8.041558721	4	20	0.816496581	4
9902	101.6666667	10.59874206	3	107	10.53565375	3	110.3333333	10.69267662	3	71	9.899494937	2	12.5	3.535533906	2
9903	96.25	5.5	4	101.25	4.34932945	4	108.75	3.862210075	4	66.33333333	1.527525232	3	18.33333333	3.511884584	3
9904	102.5	7.187952884	4	108	6.976149845	4	114.6666667	5.507570547	3	99	NA	1	11	2	3
9905	76	2.645751311	3	80.33333333	2.081665999	3	95	6.08276253	3	47.33333333	4.932882862	3	10.66666667	1.527525232	3
9906	68	4	3	73.33333333	3.511884584	3	80	2.645751311	3	52	3.605551275	3	11	2.645751311	3
9768	40	6	3	44.33333333	5.686240703	3	54.66666667	9.018499506	3	26.33333333	4.041451884	3	10.33333333	4.041451884	3
9769	35.25	2.217355783	4	39.25	2.217355783	4	44.66666667	3.511884584	3	23.25	1.892969449	4	7.333333333	0.577350269	3
9770	33.5	1.290994449	4	39.25	0.957427108	4	44.75	1.892969449	4	23	1.414213562	4	8.333333333	0.577350269	3
9771	32.75	1.707825128	4	38.75	2.5	4	44.25	2.986078811	4	23.5	2.081665999	4	6.25	1.5	4
9772	30.5	0.577350269	4	36.5	1	4	40.75	0.5	4	20	0.816496581	4	5.5	0.577350269	4
9773	38	3.829708431	4	45	2.943920289	4	51.75	2.753785274	4	28.5	4.932882862	4	7	1.414213562	4
9774	32.25	0.5	4	37	0.816496581	4	43	0.816496581	4	20.5	1.914854216	4	7	1.414213562	4
9775	34.25	2.217355783	4	41.25	2.753785274	4	44.25	2.753785274	4	26.5	3.696845502	4	7	1	3
9776	30.25	1.5	4	36.5	2.081665999	4	57.5	29.73774257	4	18	2.160246899	4	6	0	3
9777	32.5	1.732050808	4	39.25	1.707825128	4	43.5	3.109126351	4	19.25	2.217355783	4	6.25	0.957427108	4
9778	40	2.943920289	4	45.5	1.914854216	4	49.25	2.217355783	4	37	2.581988897	4	6	0.816496581	4
9779	34.66666667	1.527525232	3	39	1	3	44.66666667	1.527525232	3	26.66666667	2.309401077	3	7	0	3
9780	34.25	4.031128874	4	39.75	4.272001873	4	45.75	4.272001873	4	23.5	1.732050808	4	7.25	0.5	4
9781	32.66666667	2.309401077	3	38.33333333	2.081665999	3	41.66666667	2.309401077	3	22.33333333	1.527525232	3	4.666666667	0.577350269	3
9782	33.75	0.5	4	40	0.816496581	4	44.5	0.577350269	4	21.5	1.290994449	4	4.75	0.5	4
9783	56.66666667	1.527525232	3	59.66666667	2.081665999	3	66.33333333	3.214550254	3	46.33333333	6.658328118	3	10	1	3
9784	32.25	2.872281323	4	39	2.160246899	4	43.5	2.081665999	4	23.5	3.415650255	4	7	0.816496581	4
9785	34.5	2.645751311	4	39.75	2.5	4	45.25	2.5	4	27.5	2.380476143	4	8	0.816496581	4
9786	29.5	1.914854216	4	35.5	1.290994449	4	40.25	2.061552813	4	17.25	1.707825128	4	5.25	0.5	4
9787	39.33333333	2.081665999	3	44.33333333	3.055050463	3	49.33333333	1.527525232	3	26	1.732050808	3	6.666666667	0.577350269	3
9788	29	1	3	34.33333333	0.577350269	3	38.33333333	0.577350269	3	19.66666667	1.154700538	3	7	1	3
9789	30.75	2.217355783	4	37.75	0.957427108	4	42.25	1.892969449	4	21.25	1.258305739	4	6.25	0.957427108	4
9790	32	2.828427125	4	38	1.414213562	4	41.75	1.707825128	4	18.75	1.707825128	4	6	1.632993162	4
9791	30	1	3	35	1.732050808	3	38.33333333	1.527525232	3	15.66666667	0.577350269	3	8.333333333	4.932882862	3
9792	31.25	1.5	4	38	1.825741858	4	42.75	2.061552813	4	19.5	2.886751346	4	6	0.816496581	4
9793	30.66666667	5.686240703	3	36.33333333	4.163331999	3	63.33333333	38.73413654	3	15.66666667	1.154700538	3	8.666666667	0.577350269	3
9794	33.75	0.957427108	4	39.75	1.5	4	44.5	1.732050808	4	20.5	2.645751311	4	6.5	1.732050808	4
9795	29.25	2.217355783	4	34.5	1.732050808	4	38.25	2.5	4	14.75	2.5	4	5	1.414213562	4
9796	36.5	0.577350269	4	43.5	1.732050808	4	46	2	4	25.5	1	4	6	0.816496581	4
9797	35	2.160246899	4	41.5	2.645751311	4	46.5	2.380476143	4	24.5	2.081665999	4	4.75	0.5	4
9798	32.33333333	2.081665999	3	38.33333333	1.527525232	3	44.66666667	2.516611478	3	20.33333333	1.154700538	3	5	1	3
9799	40.25	1.707825128	4	45	0.816496581	4	50.5	0.577350269	4	28	4.898979486	4	7.5	1.290994449	4
9800	32.25	1.258305739	4	39.75	1.707825128	4	42.5	1.290994449	4	20.5	1.732050808	4	4.75	0.957427108	4
9801	25.66666667	1.527525232	3	32	1	3	36.33333333	1.527525232	3	13	1	3	3.666666667	0.577350269	3
9802	31	2	4	38	2	4	42.75	2.217355783	4	20.5	2.081665999	4	6	0	4
9803	29.75	2.061552813	4	37	1.632993162	4	41.25	1.5	4	19.5	1.732050808	4	5	0	4
9804	33.75	1.707825128	4	39.25	0.957427108	4	45.75	1.5	4	24.5	2.081665999	4	7	1.414213562	4
9805	41.25	6.448514041	4	45.5	5.802298395	4	53	4.760952286	4	23.25	5.795112884	4	9.5	4.654746681	4
9806	32	3.605551275	3	37.33333333	3.511884584	3	42	3.605551275	3	16.66666667	3.055050463	3	4.333333333	0.577350269	3
9807	32.75	2.5	4	39	2.160246899	4	43	2.160246899	4	21.25	1.258305739	4	6	0	3
9808	41.5	5.446711546	4	46	5.477225575	4	53	5.477225575	4	32.75	4.573474245	4	12.5	1.914854216	4
